project_name,item_name,source,total_requested,total_received,total_returned,total_approved,last_updated
AAiT,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AAiT,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AAiT,Star screw driver,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Brother Labeler/Labeling Machine,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Flat/Minus Screw Drivers,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Grinder / Small,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Knife Cutter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Multimeter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Side Cutter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,UTP Cable Tester,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,UTP Crimper,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,UTP Puncher,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Universal Plier / Pinsa,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
AMU,Vacuum Pump,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ATI SDN,Big Drill,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ATI SDN,Brother Labeler/Labeling Machine,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ATI SDN,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ATI SDN,Splice Protector Sleeve,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
ATI SDWAN and VMWARE License,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU WLAN,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU WLAN,Multimeter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU WLAN,OTDR,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU WLAN,Universal Plier / Pinsa,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU-DCF,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU-DCF,OTDR,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU-DCF,Splice Protector Sleeve,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU-DCF,UTP Crimper,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
BDU-DCF,UTP Puncher,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Boing IP phone,Flat/Minus Screw Drivers,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Boing IP phone,Star screw driver,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
CBE HCI,Allen Key,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
CBE HCI,Brother Labeler/Labeling Machine,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
CBE HCI,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
CBE HCI,Star screw driver,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EIABC Data Center License Renewal,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EIABC Data Center License Renewal,Fiber Tool Kit,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EIABC Data Center License Renewal,OTDR,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EIABC Data Center License Renewal,Splicing Machine,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Big Drill,tools,10.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Big Grinder,tools,4.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Brother Labeler/Labeling Machine,tools,13.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Chargeable Drill,tools,23.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Fiber Tool Kit,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Flat/Minus Screw Drivers,tools,6.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Fluke networks,tools,7.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Grinder / Small,tools,8.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Hand Meter,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Hydraulic Cable Crimper,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Knife Cutter,tools,10.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Labeller casette,inventory,2.0,1.0,0.0,1.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Metal Hammer,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Multimeter,tools,5.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,OTDR,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Plastic Hammer,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Right Angle Ruler / Squadra,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Roll Meter,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Scissor,tools,14.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Side Cutter,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Silicon Gun,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Socket Wrench,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Soldering Machine,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Splice Protector Sleeve,tools,6.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Splicing Machine,tools,6.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Sprit Leveler,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Star screw driver,tools,7.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,UTP Cable Tester,tools,11.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,UTP Crimper,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,UTP Puncher,tools,7.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Universal Plier / Pinsa,tools,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Vacuum Pump Cleaner,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Welding Machine,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,Wood Grinder,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
EPSS Networking Infra and Modular Data Center,guroro conduit 32mm,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Allen Key,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Flaring Tools,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Flat/Minus Screw Drivers,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Mainfold Gauge,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Multimeter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Pros Tool Kit,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Side Cutter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Star screw driver,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA,Universal Plier / Pinsa,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA / MoTL Dataceter,Test light screw drivers,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,AC Gauge purchase,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Adjustable Wrench,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Allen Key,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Brother Labeler/Labeling Machine,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Chargeable Drill,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Flaring Tools,tools,4.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Flat/Minus Screw Drivers,tools,5.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Hydraulic Cable Crimper,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Leak Detector,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Mainfold Gauge,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Manifold Gauge,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Metal ladder,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Multimeter,tools,4.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,OTDR,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Roll Meter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Side Cutter,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Spanner,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Star screw driver,tools,8.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Test light screw drivers,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Tube Bender,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,UTP Cable Tester,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,UTP Crimper,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ERA and MOTL support,Universal Plier / Pinsa,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ESS NOC,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ESS NOC,Star screw driver,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ESS NOC,UTP Cable Tester,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
ESS NOC,UTP Crimper,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
ESS NOC,UTP Puncher,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Eagle Hills Ethiopia Real Estate PLC,Chargeable Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Eagle Hills Ethiopia Real Estate PLC,Flat/Minus Screw Drivers,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Ethiopian Communications Authority(ECA) Office 365 license,Star screw driver,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
Ethiotelecom-exadata,Star screw driver,tools,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,6 Meter RHS,inventory,14.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,A3 Envelope,inventory,104.0,2.0,0.0,7.0,2025-09-16 05:00:15
HQ,A4 Envelope,inventory,413.0,18.0,0.0,29.0,2025-09-16 05:00:15
HQ,A4 Paper,inventory,102.0,1.0,0.0,3.0,2025-09-16 05:00:15
HQ,A4 Paper (Blue),inventory,6.0,3.0,0.0,4.0,2025-09-16 05:00:15
HQ,A4 Paper (Double A),inventory,101.0,11.0,0.0,31.0,2025-09-16 05:00:15
HQ,A4 Paper Blue,inventory,7.0,0.0,0.0,3.0,2025-09-16 05:00:15
HQ,A4 enveloper,inventory,5.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,AC Copper Pipe,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,AC Copper Pipe (1/2),inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,AC Copper Pipe (3/8),inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,AC Copper Pipe (5/8),inventory,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,AC Indoor & Outdoor (with accessory),inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,AC Mounting Kit,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Ac Gas,inventory,3.0,1.0,0.0,3.0,2025-09-16 05:00:15
HQ,Ac Gas 410a,inventory,4.0,0.0,0.0,3.0,2025-09-16 05:00:15
HQ,Agenda,inventory,23.0,1.0,0.0,2.0,2025-09-16 05:00:15
HQ,Air Freshener,inventory,2.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Air Suspension,inventory,2.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Alkaline Battery (1.5V),inventory,34.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Alkaline battery 1.5V,inventory,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Aluminum L-angle (3M),inventory,3.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Archive room key cylinder  purchas,inventory,3.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,BALL JOINT ASSY-LWR ARM,inventory,4.0,0.0,0.0,3.0,2025-09-16 05:00:15
HQ,Ball Bearing Hinge,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Bank Paper (Blue),inventory,283.0,2.0,0.0,6.0,2025-09-16 05:00:15
HQ,Bearing Tension Road Left,inventory,2.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Bed Sheets,inventory,4.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Big Drill,tools,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Black wire,inventory,7.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Bleach (5L),inventory,4.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Both side key,inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Bottom patch,inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Box File,inventory,172.0,7.0,0.0,8.0,2025-09-16 05:00:15
HQ,Bracket Electro magnetick lock Model no AL- 280PZ,inventory,32.0,1.0,3.0,5.0,2025-09-16 05:00:15
HQ,Bracket of Electro magnetick lock Model no AL- 280,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Brochure,inventory,100.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,C-clamp,inventory,200.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,CAT 6 UTP Patch Cord (5M),inventory,34.0,1.0,0.0,2.0,2025-09-16 05:00:15
HQ,CD,inventory,28.0,2.0,0.0,13.0,2025-09-16 05:00:15
HQ,CISCO SFP,inventory,9.0,3.0,3.0,3.0,2025-09-16 05:00:15
HQ,CLUTCH ASSY-REV & O/D,inventory,2.0,0.0,0.0,2.0,2025-09-16 05:00:15
HQ,CLUTCH ASSY-U/D,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,COVER-ENGINE UNDER LH,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,COVER-ENGINE UNDER RH,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cable Tie,inventory,5.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cable Tray,inventory,19.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Cable Trunking (40*25 mm),inventory,56.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cable tie,inventory,5.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cable tie medium,inventory,3.0,1.0,0.0,2.0,2025-09-16 05:00:15
HQ,Cable tray,inventory,8.0,3.0,0.0,4.0,2025-09-16 05:00:15
HQ,Cable tray striaght section,inventory,14.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Cat 6A UTP Patch cord 3mtrs,inventory,8.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Catalyst 2960,inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Catalyst 2960 WS-C2960X-24TS-L switch,inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Celing LED lights,inventory,16.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Cement,inventory,24.0,1.0,0.0,3.0,2025-09-16 05:00:15
HQ,Cement Block,inventory,50.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Ceramic 20*30,inventory,19.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Ceramic 20x30cm for wall,inventory,3.3,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Ceramic 60x60cm for floor,inventory,47.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Chalk Line,inventory,3.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Chargable Screw,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Circuit Breaker,inventory,2.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cisco Catalyst 9115AX Series,inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Cisco SFP,inventory,2.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Clutch Cover,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,Clutch Disc,inventory,1.0,0.0,0.0,1.0,2025-09-16 05:00:15
HQ,DELL EMC VMAX STORAGE SERVER,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,DISC SET-BRAKE,inventory,2.0,0.0,0.0,2.0,2025-09-16 05:00:15
HQ,Dell EMC PowerEdge R340,inventory,1.0,0.0,0.0,0.0,2025-09-16 05:00:15
HQ,Dell Hard Disk (3 TB),inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,"Dell/ Intel Port, Mouse, Power adapter",inventory,1.0,1.0,0.0,1.0,2025-09-16 05:00:15
HQ,Dettol,inventory,25.0,2.0,0.0,2.0,2025-09-16 05:00:15
